OrderID,CustomerName,PhoneNumber,Location,Country,StoreCode,Product,Quantity,Price,Date,CreditCardNumber,ExpiryDate
ORD676859384,Jane Doe,+1-313-2192,New York,USA,STR177,Laptop,4.83,434.01,2022-04-04,7087-8326-2665-5745,07/28
ORD739411059,Emily Johnson,+1-124-5903,Houston,USA,STR949,Headphones,7.56,414.73,2022-03-25,4116-2561-8380-4710,10/23
ORD74535481,Michael Brown,+1-794-6178,Los Angeles,USA,STR639,Laptop,9.61,636.38,2022-01-25,3696-7929-4624-1977,12/23
ORD8461216,John Smith,+1-894-7721,Phoenix,USA,STR684,Tablet,7.86,166.74,2022-08-15,9262-9201-1649-5642,03/24
ORD152033481,John Johnson,+1-380-5361,Chicago,USA,STR802,Headphones,5.45,366.96,2022-04-12,3933-9447-9664-6086,12/24
ORD432232527,Alex Brown,+1-161-3016,Los Angeles,USA,STR571,Tablet,4.37,560.51,2022-09-07,5269-3409-4766-1107,06/27
ORD163447222,Alex Smith,+1-709-6139,Chicago,USA,STR268,Tablet,6.27,63.64,2022-12-17,4261-5207-5782-3563,12/23
ORD357590734,John Doe,+1-470-4663,Houston,USA,STR683,Smartwatch,3.08,711.56,2022-02-16,1177-5398-4338-7748,04/23
ORD772839897,Jane Johnson,+1-496-4676,Chicago,USA,STR342,Headphones,4.25,18.38,2022-06-19,7419-4634-5978-4720,04/28
ORD171184881,John Lee,+1-318-6209,Phoenix,USA,STR603,Headphones,8.14,995.84,2022-08-20,2153-9872-5497-8002,08/27
ORD674236585,Jane Brown,+1-489-9885,Houston,USA,STR290,Smartphone,1.44,327.99,2022-03-27,6282-2683-9806-8647,12/28
ORD546778600,Jane Doe,+1-760-2993,Houston,USA,STR162,Laptop,3.89,854.58,2022-12-22,2427-9798-3807-7810,05/28
ORD61467756,John Lee,+1-172-7638,Los Angeles,USA,STR309,Headphones,7.38,183.18,2022-05-25,8666-5478-9521-5413,01/24
ORD389829984,Alex Lee,+1-381-7417,Phoenix,USA,STR838,Smartwatch,4.44,50.27,2022-09-20,3950-3534-5420-3308,06/25
ORD863564154,Emily Smith,+1-677-7374,Chicago,USA,STR432,Smartphone,9.82,184.33,2022-06-13,3150-3523-6677-4275,09/24
ORD369842669,Jane Doe,+1-916-9781,Phoenix,USA,STR778,Smartwatch,8.98,101.93,2022-11-25,8729-5390-1960-1351,07/22
ORD470529250,Jane Doe,+1-331-7475,Houston,USA,STR572,Headphones,7.51,152.93,2022-04-02,9552-2282-2111-1382,12/26
ORD316416250,John Brown,+1-889-4975,Phoenix,USA,STR416,Headphones,1.38,554.95,2022-03-24,3973-3530-7584-9559,03/28
ORD559703630,Emily Doe,+1-817-3548,New York,USA,STR263,Smartphone,7.38,829.26,2022-08-27,9350-2024-8126-1528,04/27
ORD531846907,Michael Lee,+1-622-3790,Phoenix,USA,STR477,Headphones,4.01,570.82,2022-04-28,6979-3208-7459-9367,03/24
ORD34751867,Michael Lee,+1-981-6512,Los Angeles,USA,STR751,Laptop,5.67,201.75,2022-06-26,5238-1936-8996-1670,04/26
ORD597757592,Michael Lee,+1-459-4223,Los Angeles,USA,STR155,Smartphone,3.46,712.12,2022-06-04,2026-9828-1381-6356,10/22
ORD42299599,Alex Lee,+1-765-7469,Houston,USA,STR870,Tablet,6.03,681.03,2022-06-26,3911-3977-4482-4846,02/22
ORD150334227,John Smith,+1-927-7614,Phoenix,USA,STR311,Tablet,9.08,383.37,2022-10-15,8124-6147-5895-9414,09/24
ORD44824573,John Lee,+1-540-5941,Los Angeles,USA,STR836,Tablet,9.19,142.73,2022-04-01,6309-6597-5349-5862,01/24
ORD860988211,Michael Smith,+1-790-5229,Houston,USA,STR520,Smartwatch,7.42,596.63,2022-09-27,5227-9000-2134-3158,04/25
ORD337287364,John Brown,+1-898-5592,Houston,USA,STR303,Smartwatch,1.46,356.84,2022-10-09,7487-2960-3272-6933,12/27
ORD171981855,John Lee,+1-721-8278,Chicago,USA,STR462,Laptop,9.86,784.16,2022-08-10,5896-2545-2270-1610,09/27
ORD565314882,John Brown,+1-398-4699,New York,USA,STR745,Headphones,1.06,744.38,2022-05-13,9074-2788-9869-5207,02/26
ORD832314042,John Brown,+1-680-6914,Chicago,USA,STR550,Tablet,3.03,495.01,2022-07-14,3672-9647-8595-4645,05/24
ORD731290845,Alex Johnson,+1-435-9391,Los Angeles,USA,STR305,Laptop,5.28,236.66,2022-01-07,6142-3211-2062-7110,04/25
ORD588237583,Emily Smith,+1-817-2392,Houston,USA,STR742,Laptop,1.67,106.04,2022-05-22,5751-8601-9916-7949,12/24
ORD676293221,John Brown,+1-895-9393,Phoenix,USA,STR245,Headphones,8.47,778.55,2022-11-23,9178-8619-8111-2730,08/23
ORD483306544,Jane Doe,+1-307-9500,Chicago,USA,STR700,Smartphone,6.21,676.36,2022-05-07,7249-5639-8057-2717,03/28
ORD621673291,Michael Lee,+1-527-6445,Los Angeles,USA,STR500,Tablet,9.05,521.7,2022-08-13,8070-1020-8103-5568,10/26
ORD402195134,Alex Smith,+1-499-6501,Houston,USA,STR535,Laptop,6.38,405.44,2022-12-19,2040-4694-6529-7008,06/23
ORD791511620,Jane Brown,+1-733-3528,Phoenix,USA,STR270,Tablet,8.55,424.32,2022-07-20,5462-8780-9852-7089,02/28
ORD177837997,Alex Lee,+1-306-5536,Houston,USA,STR383,Smartwatch,6.56,566.19,2022-06-15,3185-5418-3817-1029,08/28
ORD376047307,John Smith,+1-572-9657,New York,USA,STR148,Headphones,5.63,306.53,2022-10-09,7874-3113-7185-9849,03/27
ORD782227751,Jane Lee,+1-830-5385,Phoenix,USA,STR375,Laptop,8.19,312.58,2022-03-13,2621-1983-6756-8581,03/25
ORD636427768,John Smith,+1-568-2832,Houston,USA,STR345,Tablet,8.95,612.17,2022-02-15,9558-4310-4811-1633,08/28
ORD181329854,Alex Doe,+1-751-3461,New York,USA,STR555,Tablet,4.79,370.22,2022-09-21,7770-5612-3885-5536,06/27
ORD911835131,Alex Brown,+1-362-1492,Los Angeles,USA,STR267,Smartwatch,2.16,151.15,2022-12-20,4529-2260-2862-3255,03/24
ORD124317633,Alex Smith,+1-695-9440,Phoenix,USA,STR893,Smartphone,8.27,612.75,2022-05-13,5353-9012-5107-7923,12/25
ORD483904682,John Doe,+1-780-8239,Houston,USA,STR959,Smartwatch,2.2,40.13,2022-03-14,6652-9897-4975-8661,08/27
ORD111889517,Emily Johnson,+1-981-4319,New York,USA,STR832,Laptop,3.07,462.43,2022-03-02,1020-4982-2744-1181,10/23
ORD907268899,Jane Johnson,+1-629-5149,Chicago,USA,STR875,Tablet,1.85,624.91,2022-02-25,1096-1039-8431-1957,08/23
ORD836547912,Alex Doe,+1-436-9253,Phoenix,USA,STR779,Smartwatch,1.64,776.28,2022-01-20,2922-5590-8227-5825,03/25
ORD623882833,John Smith,+1-390-6472,Houston,USA,STR868,Headphones,9.62,850.14,2022-05-06,5363-2408-1333-4639,07/28
ORD582047168,Michael Doe,+1-363-1572,Phoenix,USA,STR678,Tablet,4.13,404.89,2022-03-19,3577-2040-3131-7056,03/22
ORD669635467,John Lee,+1-684-4368,Phoenix,USA,STR968,Smartwatch,7.61,125.94,2022-06-26,5746-7917-7883-3635,05/23
ORD191359188,Jane Johnson,+1-937-2239,Los Angeles,USA,STR755,Smartphone,9.4,156.9,2022-10-10,3116-6675-2371-6161,04/26
ORD134477615,Alex Smith,+1-451-5328,Los Angeles,USA,STR184,Headphones,2.97,308.75,2022-10-14,3227-5626-3499-6660,11/28
ORD794237732,Jane Johnson,+1-762-1116,Houston,USA,STR210,Smartwatch,7.46,948.02,2022-10-04,7601-7182-4243-2362,12/23
ORD915101077,Alex Lee,+1-904-9525,Chicago,USA,STR234,Smartwatch,3.38,498.05,2022-06-19,8983-4782-3640-5889,09/22
ORD772071100,Jane Smith,+1-633-1099,Los Angeles,USA,STR683,Laptop,5.14,971.64,2022-03-15,2411-2167-9320-2226,08/25
ORD168949626,Jane Lee,+1-353-3375,Chicago,USA,STR347,Smartphone,1.18,508.05,2022-01-19,7884-6509-5755-3632,10/24
ORD83898560,Jane Smith,+1-597-7112,Houston,USA,STR885,Headphones,7.13,92.68,2022-05-17,3716-7055-4348-2452,05/24
ORD185707198,Jane Johnson,+1-157-6285,Los Angeles,USA,STR402,Smartwatch,2.57,77.35,2022-12-12,2046-5190-7736-6289,03/23
ORD409300331,Alex Doe,+1-381-2648,Houston,USA,STR609,Smartwatch,8.77,589.23,2022-01-30,4130-6792-4491-5096,10/24
ORD787256720,John Johnson,+1-167-5551,New York,USA,STR860,Smartwatch,5.28,742.04,2022-03-19,8731-2474-5094-6539,12/25
ORD327608952,Jane Lee,+1-438-7992,Los Angeles,USA,STR902,Tablet,8.04,891.78,2022-02-03,2936-5891-9121-7079,11/25
ORD994387741,Emily Brown,+1-375-7366,Chicago,USA,STR854,Tablet,5.87,223.51,2022-03-19,8062-3581-9250-3473,08/22
ORD477162628,Emily Smith,+1-937-2411,Phoenix,USA,STR375,Headphones,2.3,801.96,2022-08-21,6459-3212-4923-6856,04/24
ORD407479884,Jane Brown,+1-478-4362,New York,USA,STR716,Laptop,8.49,794.76,2022-08-13,1622-7526-9766-7345,10/28
ORD991374583,Jane Smith,+1-187-6197,New York,USA,STR222,Laptop,5.52,124.44,2022-03-13,8262-8044-4065-7599,04/22
ORD921659547,Emily Smith,+1-372-6438,Los Angeles,USA,STR896,Smartphone,9.61,766.85,2022-07-25,7832-1731-4845-8913,08/26
ORD883956133,Alex Johnson,+1-832-3878,Phoenix,USA,STR640,Tablet,4.86,955.89,2022-03-01,3135-1051-4677-4810,06/22
ORD547040015,John Lee,+1-721-2737,Houston,USA,STR577,Tablet,8.92,148.6,2022-01-24,2653-1122-7298-2241,10/22
ORD64379030,Alex Lee,+1-404-5605,Houston,USA,STR581,Smartphone,1.83,833.97,2022-12-07,4278-8905-6862-1283,11/22
ORD378639834,Emily Smith,+1-336-1123,Houston,USA,STR234,Headphones,6.82,462.18,2022-07-23,2261-6379-1185-3961,10/26
ORD611135530,Alex Doe,+1-394-6301,Phoenix,USA,STR128,Laptop,7.05,462.81,2022-07-19,7113-9471-7413-6818,03/22
ORD307266284,Emily Doe,+1-874-3167,New York,USA,STR502,Laptop,3.04,23.25,2022-03-03,8827-8713-5427-4993,07/25
ORD401152476,Michael Smith,+1-460-4772,Chicago,USA,STR154,Smartwatch,2.72,590.2,2022-01-10,8602-6173-3052-1570,10/28
ORD411993040,John Brown,+1-617-6469,Phoenix,USA,STR292,Smartwatch,5.03,655.12,2022-01-07,2004-3791-4488-7666,02/22
ORD25082957,John Lee,+1-797-6411,Houston,USA,STR822,Tablet,4.08,722.95,2022-11-01,8316-4095-8590-8923,12/27
ORD258758176,Emily Smith,+1-134-7338,Phoenix,USA,STR936,Smartphone,7.18,612.18,2022-02-15,8556-3495-7523-8512,09/28
ORD202069425,John Brown,+1-765-7344,New York,USA,STR908,Laptop,3.72,993.64,2022-02-05,8428-6449-2960-2741,08/27
ORD145420013,Michael Doe,+1-644-3440,Phoenix,USA,STR515,Smartphone,4.4,284.6,2022-09-30,7270-9877-9883-3009,05/26
ORD975797342,Emily Brown,+1-212-6388,Los Angeles,USA,STR266,Smartwatch,3.93,861.07,2022-01-24,7699-7869-2851-8627,04/22
ORD668420640,John Smith,+1-346-6992,Chicago,USA,STR509,Smartphone,4.14,423.43,2022-03-28,3344-4470-5672-8609,06/26
ORD756128537,Emily Lee,+1-675-6875,New York,USA,STR358,Laptop,8.5,107.63,2022-12-11,7120-2167-8888-6686,05/25
ORD231944540,John Smith,+1-313-6300,Los Angeles,USA,STR378,Tablet,9.02,31.86,2022-11-27,5630-6558-8905-4911,11/23
ORD742815467,Jane Lee,+1-108-7142,Chicago,USA,STR655,Tablet,5.6,10.09,2022-02-17,5090-1909-7964-6166,01/24
ORD308749098,Emily Brown,+1-704-2634,Houston,USA,STR609,Headphones,7.87,46.3,2022-06-09,6589-1979-8700-7643,02/22
ORD754683287,Alex Brown,+1-959-2043,Los Angeles,USA,STR465,Smartphone,4.48,630.9,2022-10-28,7062-3656-9087-2027,12/24
ORD253870137,Jane Smith,+1-849-2207,New York,USA,STR268,Tablet,1.46,763.14,2022-12-06,1314-6573-3489-7642,12/26
ORD889676936,Alex Johnson,+1-494-7579,Chicago,USA,STR534,Smartwatch,3.21,254.72,2022-10-07,1027-6073-5992-4447,08/25
ORD752243812,Alex Johnson,+1-635-5419,Los Angeles,USA,STR319,Smartphone,7.79,87.68,2022-01-25,2193-2570-1530-3223,06/26
ORD852062427,John Brown,+1-145-1418,New York,USA,STR581,Laptop,2.22,569.71,2022-12-03,7699-2887-6821-4366,11/24
ORD89096062,Alex Johnson,+1-793-2738,Houston,USA,STR754,Headphones,7.94,225.52,2022-05-25,9564-9796-6455-9099,09/25
ORD351333431,Jane Smith,+1-681-1522,New York,USA,STR374,Smartwatch,7.06,936.46,2022-01-06,4102-9986-4065-5445,06/28
ORD731700368,Jane Brown,+1-881-2249,Chicago,USA,STR376,Laptop,5.61,473.06,2022-07-01,1439-3687-3633-3795,10/27
ORD982463951,John Lee,+1-287-7710,New York,USA,STR111,Tablet,9.01,594.35,2022-05-04,5885-3557-1219-4303,01/27
ORD906048862,Emily Lee,+1-783-7424,Houston,USA,STR677,Smartphone,4.57,673.48,2022-03-22,7542-3089-2485-7299,08/23
ORD388478565,Michael Smith,+1-936-4845,Houston,USA,STR148,Smartwatch,8.97,416.26,2022-04-27,1407-2327-5946-1222,07/24
ORD536562485,John Lee,+1-800-1149,Los Angeles,USA,STR335,Tablet,3.42,170.54,2022-04-21,2598-2628-1019-9364,04/24
ORD634383858,John Brown,+1-319-4710,Los Angeles,USA,STR582,Laptop,8.65,188.56,2022-06-20,6382-5561-9367-7601,04/22
ORD25964994,Jane Johnson,+1-792-2108,Los Angeles,USA,STR743,Tablet,6.01,106.39,2022-04-20,5669-5530-5222-2320,06/22
ORD318932494,Michael Smith,+1-835-2643,Phoenix,USA,STR787,Tablet,7.08,74.51,2022-04-27,6655-9608-3974-5048,04/24
ORD698250540,Michael Johnson,+1-926-6418,New York,USA,STR750,Smartwatch,3.4,33.28,2022-06-22,1029-3189-5789-5784,05/28
ORD8333743,John Doe,+1-911-2377,Los Angeles,USA,STR164,Tablet,6.98,412.67,2022-04-06,8601-6329-7776-6733,08/25
ORD609193006,Emily Brown,+1-760-2841,New York,USA,STR741,Laptop,5.67,114.37,2022-04-06,7888-7729-1674-9376,01/22
ORD74244419,Emily Lee,+1-321-9184,New York,USA,STR755,Laptop,2.09,468.96,2022-05-29,1940-2467-1642-3167,11/27
ORD113671928,Alex Doe,+1-812-1367,Los Angeles,USA,STR771,Laptop,4.17,488.51,2022-07-28,4908-5126-3408-7742,12/23
