OrderID,CustomerName,PhoneNumber,Location,Country,StoreCode,Product,Quantity,Price,Date,CreditCardNumber,ExpiryDate
ORD3031,John Johnson,+1-924-8879,Chicago,USA,STR974,Smartwatch,2.74,604.2,2022-03-06,8758-6164-4022-6966,07/27
ORD7530,Jane Johnson,+1-825-2371,Phoenix,USA,STR722,Smartphone,4.64,960.31,2022-08-25,7007-4668-6234-4305,03/26
ORD5503,Jane Johnson,+1-594-5385,Los Angeles,USA,STR224,Headphones,3.76,39.49,2022-04-12,5532-1347-1037-8709,05/24
ORD9794,John Brown,+1-136-3579,Los Angeles,USA,STR621,Laptop,4.17,645.35,2022-04-02,4065-9519-5062-8327,11/28
ORD4423,Emily Doe,+1-526-2574,New York,USA,STR884,Laptop,1.27,662.13,2022-04-02,2764-8633-2784-1731,03/25
ORD4862,Emily Johnson,+1-415-4980,Los Angeles,USA,STR157,Smartwatch,6.12,110.27,2022-09-08,8804-4939-8956-7005,02/23
ORD8158,Jane Smith,+1-366-3593,Houston,USA,STR146,Smartphone,4.21,366.31,2022-08-04,8820-2472-9688-8528,10/22
ORD6179,Michael Smith,+1-387-1624,Phoenix,USA,STR833,Headphones,5.96,795.9,2022-04-14,9107-6200-2262-8612,07/26
ORD2269,Michael Lee,+1-964-7152,Chicago,USA,STR865,Laptop,9.76,259.62,2022-11-09,3792-8356-9592-2478,12/23
ORD1219,Alex Doe,+1-624-7758,Phoenix,USA,STR325,Smartphone,7.18,135.98,2022-06-30,9789-9867-8926-1910,02/23
ORD740,Jane Doe,+1-977-6080,Chicago,USA,STR665,Headphones,2.63,494.96,2022-11-29,1697-6166-6666-8152,08/22
ORD1355,Emily Johnson,+1-921-3932,Houston,USA,STR711,Smartwatch,2.46,862.63,2022-07-08,8994-5817-3986-7527,11/26
ORD9928,Michael Johnson,+1-729-7299,Chicago,USA,STR318,Laptop,1.07,517.92,2022-10-08,3998-7760-4142-8697,03/26
ORD6454,Jane Johnson,+1-222-1341,Chicago,USA,STR706,Smartphone,6.6,805.65,2022-09-10,1223-4079-6619-1114,06/25
ORD6774,Emily Smith,+1-130-9401,Phoenix,USA,STR178,Smartphone,4.96,185.1,2022-08-12,6160-2170-4304-2156,07/26
ORD3056,Alex Brown,+1-884-6070,Chicago,USA,STR351,Tablet,9.81,552.18,2022-12-11,2870-3750-2595-1447,09/23
ORD8216,Emily Brown,+1-194-9096,Phoenix,USA,STR877,Tablet,7.21,938.4,2022-03-31,6258-5687-3569-3549,07/26
ORD3184,Jane Lee,+1-708-6591,Phoenix,USA,STR250,Headphones,6.02,564.63,2022-05-07,1274-2935-6984-9647,03/26
ORD9730,Emily Lee,+1-230-3256,Chicago,USA,STR305,Smartphone,2.95,154.39,2022-09-21,9436-6573-1964-3455,10/27
ORD8676,Jane Smith,+1-390-8171,Los Angeles,USA,STR909,Headphones,7.87,556.74,2022-04-27,6210-5808-5540-2383,06/25
ORD9851,Alex Lee,+1-419-1763,Houston,USA,STR377,Smartwatch,6.68,772.61,2022-07-06,9386-1245-9459-8450,09/25
ORD2405,Michael Smith,+1-553-2605,Chicago,USA,STR733,Tablet,4.12,408.64,2022-10-16,1311-1106-2558-8462,08/27
ORD4280,Alex Smith,+1-128-9590,Phoenix,USA,STR793,Headphones,2.48,563.76,2022-09-26,4512-9658-1846-3582,03/22
ORD1611,Alex Johnson,+1-582-1186,Los Angeles,USA,STR334,Laptop,1.9,402.28,2022-05-09,8915-1869-1935-7727,02/26
ORD6137,Michael Lee,+1-948-9581,Chicago,USA,STR670,Laptop,8.04,664.97,2022-09-08,6277-1390-7235-4598,05/22
ORD8830,Michael Lee,+1-234-4548,Chicago,USA,STR830,Headphones,8.04,685.7,2022-01-22,6960-2093-8629-5224,05/28
ORD1132,Alex Smith,+1-204-9885,Chicago,USA,STR787,Smartphone,5.74,667.96,2022-06-04,5421-9066-7865-4614,01/22
ORD2134,Jane Brown,+1-134-5239,Los Angeles,USA,STR395,Tablet,3.17,673.82,2022-07-15,3000-3811-9532-5661,12/23
ORD4132,Alex Doe,+1-398-8074,Los Angeles,USA,STR507,Tablet,4.52,327.93,2022-05-28,6182-1295-6634-4624,05/25
ORD6934,Michael Doe,+1-230-2552,Los Angeles,USA,STR860,Tablet,2.32,637.64,2022-04-02,4005-4333-3336-6442,11/26
ORD2056,Alex Doe,+1-959-4936,Chicago,USA,STR462,Smartphone,9.78,903.17,2022-12-20,7889-7697-2086-5318,02/22
ORD2296,John Brown,+1-148-5010,New York,USA,STR427,Tablet,8.12,872.84,2022-12-07,8327-2684-7697-6282,08/27
ORD9402,Emily Doe,+1-430-4052,Los Angeles,USA,STR730,Headphones,4.71,263.29,2022-08-09,9311-2631-7596-9241,08/26
ORD9749,Michael Doe,+1-929-3077,Los Angeles,USA,STR202,Smartwatch,1.58,142.12,2022-11-14,3053-2222-2207-2723,05/23
ORD1098,Jane Smith,+1-474-6727,Houston,USA,STR676,Smartphone,1.46,410.03,2022-08-16,8609-9206-1425-1683,07/25
ORD4401,Michael Johnson,+1-958-9317,New York,USA,STR314,Smartwatch,2.17,618.72,2022-08-24,3693-9213-7792-5184,06/22
ORD5824,Jane Lee,+1-304-8838,Los Angeles,USA,STR291,Tablet,3.43,436.53,2022-09-25,4525-3116-9557-1106,10/27
ORD677,John Johnson,+1-859-3871,Los Angeles,USA,STR203,Tablet,9.06,779.89,2022-12-06,8292-2487-7354-7011,03/25
ORD358,Michael Lee,+1-958-7266,Chicago,USA,STR148,Smartwatch,4.23,844.36,2022-08-24,9125-2228-5272-9962,11/26
ORD5207,Michael Johnson,+1-888-4331,Los Angeles,USA,STR178,Smartwatch,8.3,111.71,2022-05-18,6586-1460-1558-9397,03/28
ORD6504,Emily Brown,+1-671-6098,New York,USA,STR112,Smartphone,8.39,190.25,2022-10-05,2562-5311-2519-6925,09/22
ORD6607,John Johnson,+1-305-6625,Chicago,USA,STR872,Smartwatch,6.12,781.35,2022-06-28,2342-6203-1438-5854,04/26
ORD2255,Michael Johnson,+1-475-9575,Los Angeles,USA,STR746,Smartphone,8.08,193.68,2022-02-10,7435-6448-9044-9589,12/24
ORD5456,Alex Brown,+1-173-4428,New York,USA,STR264,Headphones,7.76,560.13,2022-02-20,4919-6607-2761-3048,08/24
ORD1147,Jane Johnson,+1-451-3981,Phoenix,USA,STR743,Headphones,8.11,61.01,2022-07-02,7715-5491-3353-3576,03/27
ORD7235,Emily Smith,+1-584-2770,New York,USA,STR590,Tablet,5.0,835.14,2022-10-30,7872-6437-6836-8138,11/27
ORD962,Emily Smith,+1-100-8019,Houston,USA,STR229,Laptop,3.73,113.74,2022-05-11,1811-2847-3368-7475,10/25
ORD962,Michael Doe,+1-568-7266,Houston,USA,STR574,Laptop,7.3,571.76,2022-08-21,8536-6977-7117-4159,08/24
ORD6921,Jane Doe,+1-887-1893,Los Angeles,USA,STR341,Laptop,3.01,193.85,2022-05-15,9854-7566-3452-9524,05/22
ORD3191,John Johnson,+1-881-3024,Phoenix,USA,STR244,Tablet,6.95,389.41,2022-04-01,2785-6180-7581-6989,01/27
ORD2904,Jane Smith,+1-624-8436,New York,USA,STR107,Laptop,4.91,297.0,2022-07-08,5687-3166-1177-7491,09/27
ORD9518,John Smith,+1-674-2362,Phoenix,USA,STR753,Headphones,3.66,940.31,2022-09-27,2330-1670-6812-1444,06/23
ORD5769,Emily Doe,+1-401-7774,Phoenix,USA,STR464,Laptop,5.5,145.05,2022-12-10,8884-6595-9453-5488,09/25
ORD2499,Emily Brown,+1-881-7870,Los Angeles,USA,STR770,Smartwatch,2.89,416.02,2022-04-20,6024-3108-4921-2838,12/23
ORD6907,Emily Johnson,+1-539-2337,Houston,USA,STR706,Smartwatch,4.12,800.67,2022-10-20,3326-8505-2768-6054,09/22
ORD2578,Alex Johnson,+1-254-1985,New York,USA,STR429,Laptop,8.33,269.83,2022-03-04,9978-4463-3319-2341,05/27
ORD1902,Jane Smith,+1-776-1955,Chicago,USA,STR282,Smartphone,1.75,278.26,2022-10-23,4620-3124-8141-5637,02/23
ORD4606,John Lee,+1-275-3279,Los Angeles,USA,STR989,Laptop,6.59,16.44,2022-04-25,4150-4381-4947-1431,10/25
ORD7756,John Brown,+1-184-2805,Los Angeles,USA,STR251,Smartphone,9.15,351.45,2022-03-14,7718-5468-8564-5483,09/25
ORD7015,John Doe,+1-245-2279,New York,USA,STR928,Smartphone,2.54,934.84,2022-11-25,9482-6147-7859-3757,03/24
ORD4047,Jane Brown,+1-461-2856,Los Angeles,USA,STR856,Headphones,6.47,379.15,2022-06-03,2958-9057-9116-6570,11/25
ORD9146,John Brown,+1-376-4425,Houston,USA,STR550,Tablet,5.74,645.0,2022-02-10,5452-1986-8215-8284,09/24
ORD9343,Jane Johnson,+1-980-9047,Chicago,USA,STR656,Tablet,9.24,788.01,2022-01-27,8172-9545-7840-8384,11/25
ORD7413,Jane Johnson,+1-424-8897,Los Angeles,USA,STR532,Laptop,3.51,805.17,2022-05-24,6713-4319-6065-3304,01/28
ORD429,Michael Doe,+1-518-2402,Houston,USA,STR769,Tablet,2.97,474.8,2022-10-28,3582-8369-2998-4244,04/26
ORD5368,Alex Smith,+1-593-3349,Houston,USA,STR288,Tablet,7.73,841.26,2022-02-03,5470-7043-4647-4463,08/22
ORD8944,Emily Johnson,+1-579-9747,New York,USA,STR869,Smartphone,6.46,246.13,2022-08-27,9206-1023-3129-8436,07/27
ORD4150,Emily Brown,+1-865-9522,Chicago,USA,STR809,Headphones,5.67,109.41,2022-06-30,2506-4217-4698-9106,03/23
ORD3099,John Smith,+1-679-6470,Phoenix,USA,STR977,Laptop,1.27,49.9,2022-05-25,8394-4764-9129-4670,06/25
ORD9860,Jane Brown,+1-912-8555,Chicago,USA,STR580,Smartwatch,2.93,359.2,2022-08-13,8667-1191-7890-2751,06/24
ORD168,John Smith,+1-784-9469,Chicago,USA,STR250,Headphones,9.04,423.35,2022-03-18,5765-1229-1552-8299,05/25
ORD2471,Emily Lee,+1-718-8852,Los Angeles,USA,STR303,Smartwatch,1.24,415.26,2022-09-03,2249-5936-4633-2095,10/25
ORD7049,Emily Doe,+1-304-1324,New York,USA,STR119,Tablet,2.08,298.35,2022-04-26,4129-5209-3128-9089,03/27
ORD4140,John Lee,+1-858-6105,New York,USA,STR933,Headphones,8.16,156.47,2022-12-24,1549-8215-1629-7225,12/25
ORD883,Jane Johnson,+1-874-4630,Houston,USA,STR170,Headphones,8.1,663.96,2022-05-01,7166-9728-9871-4726,11/26
ORD4109,Alex Johnson,+1-409-1068,Los Angeles,USA,STR388,Tablet,9.6,716.88,2022-07-25,3133-9191-6451-1766,06/25
ORD8373,John Smith,+1-529-8795,Chicago,USA,STR633,Smartphone,4.33,731.31,2022-02-07,5376-3786-7214-3847,04/25
ORD9300,Emily Brown,+1-584-5031,Houston,USA,STR172,Headphones,8.71,535.7,2022-12-20,2696-6289-3301-5140,10/27
ORD6992,Michael Brown,+1-381-1681,Houston,USA,STR849,Smartwatch,3.34,882.13,2022-12-26,9455-7306-8811-6762,06/25
ORD3086,John Johnson,+1-672-1564,Chicago,USA,STR869,Headphones,8.97,348.1,2022-12-21,2374-8140-7658-5634,06/24
ORD4405,John Brown,+1-930-9018,Chicago,USA,STR943,Tablet,9.6,791.78,2022-10-19,9534-3791-3597-4882,06/28
ORD1445,Michael Doe,+1-937-7991,Los Angeles,USA,STR625,Tablet,7.66,382.5,2022-03-12,6161-4532-4585-2587,07/28
ORD7887,John Johnson,+1-808-8039,Phoenix,USA,STR790,Tablet,9.77,841.44,2022-11-22,8736-7740-2077-6607,12/23
ORD8484,Emily Lee,+1-110-9780,Houston,USA,STR519,Tablet,5.99,414.17,2022-06-25,4523-6410-4167-6567,04/23
ORD2755,Jane Lee,+1-849-4798,Houston,USA,STR790,Laptop,9.44,507.2,2022-04-24,9515-3555-6320-3450,08/25
ORD6580,Alex Doe,+1-689-7043,Los Angeles,USA,STR548,Smartphone,7.15,30.89,2022-02-07,4156-9054-7458-6959,03/28
ORD3845,Alex Johnson,+1-234-3805,Houston,USA,STR242,Smartphone,2.56,195.17,2022-10-26,5007-6052-7982-4414,03/27
ORD4248,John Doe,+1-457-8201,Phoenix,USA,STR211,Laptop,3.29,920.75,2022-06-19,7538-5537-5344-6292,08/25
ORD6291,Emily Doe,+1-679-6878,Los Angeles,USA,STR913,Tablet,1.75,123.05,2022-07-31,6492-1468-7654-2042,09/25
ORD5111,Jane Smith,+1-539-3761,Chicago,USA,STR436,Laptop,2.95,917.72,2022-12-05,9385-5462-8861-9279,06/23
ORD3157,Emily Lee,+1-136-8285,New York,USA,STR425,Smartwatch,3.66,240.88,2022-09-24,4296-7628-3648-7062,02/25
ORD5993,Emily Brown,+1-423-4269,Los Angeles,USA,STR101,Smartphone,5.79,544.13,2022-01-16,5340-7177-4049-5573,06/26
ORD3241,Michael Doe,+1-362-6511,Houston,USA,STR888,Laptop,2.27,293.15,2022-05-10,6414-1857-2403-8268,04/26
ORD1510,Michael Smith,+1-936-4695,New York,USA,STR761,Headphones,8.37,21.76,2022-12-30,6168-4172-1164-5446,09/23
ORD6016,Alex Smith,+1-195-1333,Chicago,USA,STR988,Laptop,4.85,94.43,2022-08-12,4931-3256-9009-5446,01/22
ORD6325,Jane Smith,+1-646-4249,Phoenix,USA,STR432,Headphones,6.93,497.43,2022-11-25,9505-5834-1618-9972,02/25
ORD5226,Alex Johnson,+1-406-8565,Houston,USA,STR528,Laptop,2.5,409.24,2022-12-06,5227-6096-7069-9509,07/22
ORD2526,Michael Lee,+1-430-8218,Chicago,USA,STR746,Smartwatch,7.12,349.49,2022-01-08,2128-1999-3790-6846,02/24
ORD7417,Alex Brown,+1-109-1245,New York,USA,STR936,Tablet,2.17,864.17,2022-10-22,4744-5228-5879-9725,01/22
ORD2515,John Brown,+1-791-2691,Los Angeles,USA,STR803,Headphones,1.56,869.36,2022-11-24,3746-4393-2313-8969,02/27
ORD9513,Jane Doe,+1-643-4882,Chicago,USA,STR355,Laptop,2.69,792.52,2022-04-10,8430-6773-6629-3607,07/23
ORD5975,Alex Lee,+1-267-1166,Chicago,USA,STR635,Smartphone,9.6,667.19,2022-07-16,7268-1358-3413-6395,06/25
ORD795,Alex Doe,+1-866-8440,Los Angeles,USA,STR783,Smartphone,7.75,341.13,2022-11-10,4237-2035-7452-6704,01/26
ORD1185,Michael Johnson,+1-332-5585,New York,USA,STR489,Smartwatch,3.1,270.75,2022-09-02,6662-1315-1845-5376,10/25
ORD1309,Emily Johnson,+1-575-1430,Houston,USA,STR116,Headphones,5.93,658.34,2022-07-14,5121-5757-4386-7761,03/28
ORD895,Jane Johnson,+1-280-3957,Los Angeles,USA,STR883,Headphones,2.13,202.23,2022-03-12,9444-4201-2556-4774,06/28
ORD786,Emily Brown,+1-414-3838,Houston,USA,STR975,Smartphone,7.54,825.91,2022-04-29,2618-7806-2245-6380,02/26
ORD2342,Michael Smith,+1-581-2686,Los Angeles,USA,STR783,Laptop,6.62,366.16,2022-03-24,4153-5069-5125-9895,09/24
ORD5398,John Smith,+1-805-9586,New York,USA,STR993,Laptop,3.13,533.48,2022-09-22,6852-1074-6462-3709,09/25
ORD7069,Emily Johnson,+1-131-7936,New York,USA,STR958,Headphones,2.28,554.83,2022-03-02,9129-8075-8120-6836,09/24
ORD847,Emily Doe,+1-475-8898,New York,USA,STR669,Laptop,3.45,104.42,2022-08-13,6574-7833-2182-7022,04/26
ORD497,John Doe,+1-273-2643,Phoenix,USA,STR157,Smartwatch,3.49,181.86,2022-10-16,9148-1690-7679-1142,03/22
ORD1998,Jane Lee,+1-695-2253,Houston,USA,STR127,Headphones,6.34,716.39,2022-01-06,3231-3866-4437-8276,03/25
ORD429,Alex Lee,+1-265-9837,New York,USA,STR451,Laptop,2.27,380.29,2022-11-28,9477-6342-3515-5886,08/27
ORD479,Michael Brown,+1-860-7212,Los Angeles,USA,STR626,Headphones,6.49,683.94,2022-07-26,6602-5640-8488-1778,10/27
ORD1335,Emily Smith,+1-652-6218,Phoenix,USA,STR400,Laptop,6.09,615.48,2022-11-02,9404-7452-1783-1414,02/22
ORD7934,Emily Smith,+1-844-9208,Phoenix,USA,STR442,Smartwatch,3.35,900.55,2022-06-19,8506-8302-1647-8462,06/22
ORD4837,John Doe,+1-604-4178,Houston,USA,STR905,Headphones,5.57,708.89,2022-10-02,1327-4551-7934-6158,01/27
ORD653,Alex Lee,+1-889-7665,New York,USA,STR797,Smartphone,4.68,418.9,2022-08-20,4911-7507-5017-7897,07/25
ORD5882,Emily Doe,+1-427-4206,New York,USA,STR378,Smartwatch,2.2,649.34,2022-01-28,4776-2943-2626-8769,12/23
ORD760,Michael Johnson,+1-859-3080,Los Angeles,USA,STR716,Smartwatch,1.47,392.94,2022-07-13,4347-5688-1529-8737,02/23
ORD9292,Emily Doe,+1-768-2599,New York,USA,STR562,Smartwatch,2.86,28.41,2022-10-03,1458-3373-3554-3096,02/27
ORD4152,Emily Doe,+1-794-1396,Phoenix,USA,STR191,Smartwatch,9.65,570.81,2022-02-28,7680-2598-7966-3091,08/23
ORD1137,Alex Smith,+1-975-3967,Los Angeles,USA,STR699,Headphones,3.79,890.41,2022-03-16,3092-8553-9581-5355,10/23
ORD5130,John Johnson,+1-882-9112,Houston,USA,STR152,Headphones,3.96,521.03,2022-04-15,9194-3511-7744-8498,09/23
ORD2753,Alex Smith,+1-707-4060,New York,USA,STR501,Smartphone,6.84,135.85,2022-07-11,7970-7662-6374-6228,11/23
ORD3842,Michael Doe,+1-569-2405,Phoenix,USA,STR111,Laptop,4.0,559.4,2022-07-12,4669-8590-3599-5438,09/22
ORD9738,John Smith,+1-616-2502,Houston,USA,STR517,Smartphone,3.8,286.24,2022-01-18,2674-4637-7869-1596,10/24
ORD7939,Alex Brown,+1-413-9910,New York,USA,STR504,Tablet,3.06,147.19,2022-10-13,1100-3486-5284-7654,07/26
ORD1689,Michael Smith,+1-363-5205,New York,USA,STR687,Smartphone,6.48,274.77,2022-04-30,2010-9965-4193-3585,02/23
ORD106,John Brown,+1-771-6572,Chicago,USA,STR671,Smartphone,1.59,103.84,2022-07-07,4996-1536-2352-6082,04/22
ORD4911,Michael Johnson,+1-648-7891,Chicago,USA,STR969,Tablet,8.74,110.39,2022-04-15,8751-9380-9150-7001,03/27
ORD9778,Jane Doe,+1-399-9975,Houston,USA,STR420,Headphones,9.94,233.97,2022-08-24,9025-7861-3010-6664,05/25
ORD5975,Michael Brown,+1-976-8805,Los Angeles,USA,STR210,Laptop,2.89,199.1,2022-02-22,7704-2658-4365-3255,07/22
ORD5998,Alex Smith,+1-434-1023,Phoenix,USA,STR814,Smartphone,9.14,545.81,2022-07-24,1123-6465-7869-9952,11/28
ORD7543,Jane Doe,+1-752-3448,Phoenix,USA,STR260,Smartphone,4.59,980.24,2022-08-16,6410-7556-2956-6260,06/22
ORD6048,Jane Smith,+1-391-3278,Chicago,USA,STR597,Headphones,1.74,719.28,2022-07-28,4618-2776-5789-1596,03/24
ORD5165,Alex Doe,+1-616-9275,Houston,USA,STR993,Smartphone,8.66,57.42,2022-02-26,5808-6633-2854-2380,09/28
ORD1940,Michael Johnson,+1-144-6276,Chicago,USA,STR712,Tablet,7.68,445.71,2022-06-12,2127-2889-4561-4217,03/26
ORD1963,Emily Brown,+1-802-2495,Chicago,USA,STR315,Smartphone,1.11,637.11,2022-02-24,4489-3593-4101-1465,08/27
ORD7633,Jane Doe,+1-789-3182,Chicago,USA,STR318,Smartwatch,6.85,760.47,2022-07-15,5590-5119-6621-8651,08/25
ORD8870,Jane Doe,+1-330-2783,Chicago,USA,STR206,Headphones,6.9,508.23,2022-10-09,5692-7652-3270-1109,02/22
ORD1254,Michael Lee,+1-563-3658,Phoenix,USA,STR512,Headphones,5.08,902.23,2022-09-13,7354-2665-5826-9417,07/24
ORD8208,John Johnson,+1-445-9964,Phoenix,USA,STR219,Laptop,1.53,526.41,2022-02-26,5038-4932-7657-3967,12/22
ORD4412,John Brown,+1-274-3250,Houston,USA,STR548,Tablet,7.46,32.83,2022-02-11,3909-6954-5254-9486,01/26
ORD5781,John Brown,+1-429-7691,Houston,USA,STR308,Laptop,2.09,574.5,2022-12-28,3105-7358-5438-6755,12/25
ORD6024,Alex Smith,+1-621-1692,New York,USA,STR392,Headphones,4.19,585.19,2022-08-04,1973-4713-8343-6875,01/23
ORD5257,John Lee,+1-589-6222,New York,USA,STR874,Headphones,3.68,975.94,2022-06-21,5256-3966-6371-5097,12/23
ORD2714,Alex Smith,+1-196-3184,Chicago,USA,STR531,Smartphone,8.99,964.6,2022-03-23,5077-1783-5354-3329,11/24
ORD6521,Alex Brown,+1-750-6969,Los Angeles,USA,STR431,Smartwatch,4.43,808.88,2022-07-01,5723-7975-6733-1317,08/24
ORD914,Jane Doe,+1-828-4578,Los Angeles,USA,STR317,Tablet,4.06,785.53,2022-04-23,8463-9670-3487-5914,08/27
ORD9231,Emily Johnson,+1-695-5823,Los Angeles,USA,STR382,Smartphone,1.01,539.45,2022-01-14,7396-3361-7479-8166,07/22
ORD2494,Alex Brown,+1-909-2876,Houston,USA,STR388,Smartwatch,5.43,574.18,2022-03-23,3757-6615-2555-7270,10/22
ORD405,John Doe,+1-970-2995,Los Angeles,USA,STR762,Tablet,7.06,472.57,2022-02-17,5945-8785-1895-1189,08/25
ORD8058,Michael Johnson,+1-307-6305,Chicago,USA,STR793,Laptop,6.88,518.43,2022-08-22,3717-4796-4623-7690,06/28
ORD3834,Emily Lee,+1-407-2537,Los Angeles,USA,STR587,Headphones,7.17,874.24,2022-05-08,5312-3359-9308-8237,12/25
ORD3241,Alex Brown,+1-354-8543,Los Angeles,USA,STR620,Tablet,1.35,489.34,2022-07-03,2510-9052-9585-3834,05/27
ORD769,John Lee,+1-295-3610,Phoenix,USA,STR685,Headphones,8.04,366.2,2022-01-26,1574-2382-1425-9313,05/23
ORD1580,John Johnson,+1-988-8875,Houston,USA,STR414,Smartphone,3.7,115.04,2022-06-21,5537-5414-3408-2876,01/27
ORD2973,Jane Smith,+1-281-3919,Phoenix,USA,STR747,Smartwatch,3.02,698.65,2022-04-02,4568-2882-4527-5470,03/27
ORD5346,Jane Brown,+1-943-3763,Chicago,USA,STR703,Smartwatch,4.44,109.3,2022-01-13,7846-4067-5176-2175,10/27
ORD9524,Michael Doe,+1-129-6185,Los Angeles,USA,STR619,Laptop,2.11,333.99,2022-04-15,6793-8640-5549-5513,04/24
ORD1426,Jane Doe,+1-621-2894,New York,USA,STR371,Smartwatch,9.81,327.92,2022-03-20,6155-7647-7216-4133,07/25
ORD9396,John Doe,+1-555-6874,New York,USA,STR445,Smartphone,9.94,170.78,2022-03-26,2106-1237-6575-9528,07/23
ORD5054,Michael Lee,+1-475-3522,Phoenix,USA,STR896,Smartwatch,9.29,327.31,2022-09-22,7696-3662-3072-7287,12/25
ORD6441,John Smith,+1-136-3639,Los Angeles,USA,STR590,Headphones,3.02,149.43,2022-07-16,9846-6719-6882-2808,01/22
ORD1627,Alex Doe,+1-181-4114,New York,USA,STR716,Smartwatch,8.95,243.71,2022-12-06,8871-9171-9717-4251,05/24
ORD7092,Emily Lee,+1-704-7824,Chicago,USA,STR624,Smartphone,6.13,989.73,2022-12-04,5835-9581-1502-2286,07/27
ORD3488,Michael Johnson,+1-224-9891,Chicago,USA,STR457,Laptop,4.16,197.41,2022-04-28,7463-9242-5984-4787,10/28
ORD2094,Michael Lee,+1-914-9288,Houston,USA,STR865,Smartwatch,8.5,616.15,2022-12-03,1020-9682-3732-6924,08/27
